   0.0000000000000000e+00	   1.2421746177895709e+00	   1.2421746177895709e+00	   5.5141096657069024e+00	
   1.0000000000000000e-03	   1.2419225210829865e+00	   1.2419225210829865e+00	   5.4395839505644803e+00	
   2.0000000000000000e-03	   1.2416701722796952e+00	   1.2399273040938306e+00	   5.3655618599919528e+00	
   3.0000000000000001e-03	   1.2414158282594150e+00	   1.2362310618813908e+00	   5.2920425007394929e+00	
   4.0000000000000001e-03	   1.2411577879969224e+00	   1.2308752921634327e+00	   5.2190249686036569e+00	
   5.0000000000000001e-03	   1.2408943919647117e+00	   1.2239009017263109e+00	   5.1465083483172283e+00	
   6.0000000000000001e-03	   1.2406240215420639e+00	   1.2153482127735113e+00	   5.0744917134453029e+00	
   7.0000000000000001e-03	   1.2403450984304634e+00	   1.2052569692132842e+00	   5.0029741262875254e+00	
   8.0000000000000002e-03	   1.2400560840753025e+00	   1.1936663428860161e+00	   4.9319546377863448e+00	
   9.0000000000000011e-03	   1.2397554790938146e+00	   1.1806149397319774e+00	   4.8614322874411977e+00	
   1.0000000000000000e-02	   1.2394418227091724e+00	   1.1661408059000791e+00	   4.7914061032285042e+00	
   1.0999999999999999e-02	   1.2391136921906984e+00	   1.1502814337982579e+00	   4.7218751015273766e+00	
   1.2000000000000000e-02	   1.2387697023001225e+00	   1.1330737680861078e+00	   4.6528382870509253e+00	
   1.3000000000000001e-02	   1.2384085047438347e+00	   1.1145542116103597e+00	   4.5842946527830684e+00	
   1.4000000000000000e-02	   1.2380287876310709e+00	   1.0947586312838133e+00	   4.5162431799207452e+00	
   1.4999999999999999e-02	   1.2376292749379807e+00	   1.0737223639083044e+00	   4.4486828378214174e+00	
   1.6000000000000000e-02	   1.2372087259775149e+00	   1.0514802219422994e+00	   4.3816125839557722e+00	
   1.7000000000000001e-02	   1.2367659348750830e+00	   1.0280664992136823e+00	   4.3150313638655344e+00	
   1.8000000000000002e-02	   1.2362997300499226e+00	   1.0035149765783107e+00	   4.2489381111262601e+00	
   1.9000000000000000e-02	   1.2358089737021269e+00	   9.7785892752489634e-01	   4.1833317473150595e+00	
   2.0000000000000000e-02	   1.2352925613052776e+00	   9.5113112372676378e-01	   4.1182111819831153e+00	
   2.1000000000000001e-02	   1.2347494211046304e+00	   9.2336384054103493e-01	   4.0535753126329208e+00	
   2.1999999999999999e-02	   1.2341785136207972e+00	   8.9458886245577696e-01	   3.9894230247001499e+00	
   2.3000000000000000e-02	   1.2335788311588789e+00	   8.6483748848564579e-01	   3.9257531915400499e+00	
   2.4000000000000000e-02	   1.2329493973229906e+00	   8.3414053751655093e-01	   3.8625646744182873e+00	
   2.5000000000000001e-02	   1.2322892665361329e+00	   8.0252835359985897e-01	   3.7998563225061455e+00	
   2.6000000000000002e-02	   1.2315975235653587e+00	   7.7003081119664862e-01	   3.7376269728799780e+00	
   2.7000000000000000e-02	   1.2308732830521814e+00	   7.3667732037252143e-01	   3.6758754505248512e+00	
   2.8000000000000001e-02	   1.2301156890481797e+00	   7.0249683194346768e-01	   3.6146005683422802e+00	
   2.9000000000000001e-02	   1.2293239145557491e+00	   6.6751784257327917e-01	   3.5538011271619601e+00	
   2.9999999999999999e-02	   1.2284971610739484e+00	   6.3176839982299549e-01	   3.4934759157574411e+00	
   3.1000000000000000e-02	   1.2276346581493973e+00	   5.9527610715286339e-01	   3.4336237108656178e+00	
   3.2000000000000001e-02	   1.2267356629321760e+00	   5.5806812887728285e-01	   3.3742432772100113e+00	
   3.3000000000000002e-02	   1.2257994597366793e+00	   5.2017119507320764e-01	   3.3153333675276953e+00	
   3.4000000000000002e-02	   1.2248253596073784e+00	   4.8161160644246293e-01	   3.2568927225998521e+00	
   3.5000000000000003e-02	   1.2238126998894467e+00	   4.4241523912843506e-01	   3.1989200712858255e+00	
   3.6000000000000004e-02	   1.2227608438042010e+00	   4.0260754948758382e-01	   3.1414141305606313e+00	
   3.6999999999999998e-02	   1.2216691800293145e+00	   3.6221357881622263e-01	   3.0843736055558306e+00	
   3.7999999999999999e-02	   1.2205371222837567e+00	   3.2125795803300483e-01	   3.0277971896036879e+00	
   3.9000000000000000e-02	   1.2193641089174156e+00	   2.7976491231754963e-01	   2.9716835642845512e+00	
   4.0000000000000001e-02	   1.2181496025053591e+00	   2.3775826570563652e-01	   2.9160313994773741e+00	
   4.1000000000000002e-02	   1.2168930894466907e+00	   1.9526144564139036e-01	   2.8608393534133056e+00	
   4.2000000000000003e-02	   1.2155940795679578e+00	   1.5229748748687366e-01	   2.8061060727322751e+00	
   4.3000000000000003e-02	   1.2142521057310707e+00	   1.0888903898950120e-01	   2.7518301925425117e+00	
   4.3999999999999997e-02	   1.2128667234456862e+00	   6.5058364707681005e-02	   2.6980103364829109e+00	
   4.4999999999999998e-02	   1.2114375104860198e+00	   2.0827350395084876e-02	   2.6446451167881992e+00	
   4.5999999999999999e-02	   1.2099640665120408e+00	  -2.3782492656052590e-02	   2.5917331343568071e+00	
   4.7000000000000000e-02	   1.2084460126950105e+00	  -6.8750023312217134e-02	   2.5392729788214066e+00	
   4.8000000000000001e-02	   1.2068829913473242e+00	  -1.1405446633609029e-01	   2.4872632286220275e+00	
   4.9000000000000002e-02	   1.2052746655566142e+00	  -1.5967540816383585e-01	   2.4357024510816894e+00	
   5.0000000000000003e-02	   1.2036207188240762e+00	  -2.0559279272181863e-01	   2.3845892024845092e+00	
   5.1000000000000004e-02	   1.2019208547069804e+00	  -2.5178691728238212e-01	   2.3339220281561781e+00	
   5.2000000000000005e-02	   1.2001747964653238e+00	  -2.9823842835831660e-01	   2.2836994625467826e+00	
   5.2999999999999999e-02	   1.1983822867125915e+00	  -3.4492831763565301e-01	   2.2339200293158945e+00	
   5.3999999999999999e-02	   1.1965430870705818e+00	  -3.9183791794442246e-01	   2.1845822414198510e+00	
   5.5000000000000000e-02	   1.1946569778282632e+00	  -4.3894889926702541e-01	   2.1356846012012034e+00	
   5.6000000000000001e-02	   1.1927237576046221e+00	  -4.8624326478386060e-01	   2.0872256004802408e+00	
   5.7000000000000002e-02	   1.1907432430154641e+00	  -5.3370334695586474e-01	   2.0392037206485369e+00	
   5.8000000000000003e-02	   1.1887152683441342e+00	  -5.8131180364362156e-01	   1.9916174327644811e+00	
   5.9000000000000004e-02	   1.1866396852161165e+00	  -6.2905161426269962e-01	   1.9444651976507124e+00	
   5.9999999999999998e-02	   1.1845163622774797e+00	  -6.7690607597488639e-01	   1.8977454659934132e+00	
   6.0999999999999999e-02	   1.1823451848771307e+00	  -7.2485879991498492e-01	   1.8514566784434074e+00	
   6.2000000000000000e-02	   1.1801260547528416e+00	  -7.7289370745284858e-01	   1.8055972657189989e+00	
   6.3000000000000000e-02	   1.1778588897210147e+00	  -8.2099502649033029e-01	   1.7601656487105131e+00	
   6.4000000000000001e-02	   1.1755436233701504e+00	  -8.6914728779282413e-01	   1.7151602385864684e+00	
